9.00001	0	0	0	0	0	0	0	0	0.000117937	0	0.001887	0.001887	0.001887	0	0.0028305	0.0047175	0.0009435	0	0	0	0	0
9.00002	0	0	0	0	0	0	0	0	0.000825562	0	0.001887	0.00235875	0.00259462	0	0.00294844	0.0047175	0.00172975	0	0	0	0	0
9.00003	0	0	0	0	0	0	0	0	0.000353812	0	0.00259462	0.0028305	0.003774	0	0.00365606	0.00542512	0.001887	0	0	0	0	0
9.00004	0	0	0	0	0	0	0	0	0	0	0.003774	0.0028305	0.003774	0	0.003774	0.0047175	0.00110075	0	0	0	0	0
9.00006	0	0	0	0	0	0	0	0	0	0	0.003774	0.0028305	0.00200494	0	0.003774	0.003774	0.00172975	0	0	0	0	0
9.00007	0	0	0	0	0	0	0	0	0	0	0.00200494	0.00235875	0.00129731	0	0.00365606	0.003774	0.001887	0	0	0	0	0
9.00008	0	0	0	0	0	0	0	0	0	0	0.0009435	0.001887	0.00212287	0	0.00294844	0.00448162	0.001887	0	0	0	0	0
9.00009	0	0	0	0	0	0	0	0	0	0	0.00106144	0.001887	0.00353812	0	0.00342019	0.00518925	0.00267325	0	0.00047175	0	0	0
9.0001	0	0	0	0	0	0	0	0	0	0	0.00176906	0.00330225	0.00318431	0	0.003774	0.005661	0.001258	0	0.0009435	0	0	0
9.00012	0	0	0	0	0	0.000235875	0	0	0	0	0.001887	0.00330225	0.00318431	0	0.003774	0.005661	0.0009435	0	0.00047175	0	0	0
9.00013	0	0	0	0	0	0.0009435	0	0	0	0	0.00224081	0.00259462	0.00365606	0	0.003774	0.00424575	0.00172975	0	0	0	0	0
9.00014	0	0	0	0	0	0.000235875	0	0	0	0	0.0028305	0.001887	0.00294844	0	0.00436369	0.00424575	0.001887	0	0	0	0	0
9.00015	0	0	0	0	0	0	0	0	0	0	0.0028305	0.00259462	0.00342019	0	0.00436369	0.0047175	0.001887	0	0.00047175	0	0	0
9.00016	0	0	0	0	0	0.000235875	0	0	0	0	0.0028305	0.00330225	0.00342019	0	0.003774	0.0047175	0.00110075	0	0.0009435	0	0	0
9.00018	0	0	0	0	0	0.0009435	0	0	0	0	0.0028305	0.00353812	0.0028305	0	0.003774	0.00542512	0.0009435	0	0.00047175	0	0	0
9.00019	0	0	0	0	0	0.0009435	0	0	0.000353812	0	0.0028305	0.0028305	0.0028305	0	0.003774	0.005661	0.0009435	0	0.00047175	0	0	0
9.0002	0	0	0	0	0	0.00047175	0	0	0.000825562	0	0.0028305	0.0028305	0.00342019	0	0.00306637	0.005661	0.002516	0	0.00047175	0	0	0
9.00021	0	0	0	0	0	0.00047175	0	0	0.000117937	0	0.0028305	0.0028305	0.00342019	0	0.00200494	0.005661	0.001258	0.000629	0.00047175	0	0	0
9.00022	0	0	0	0	0	0.001887	0	0.000707625	0	0	0.0028305	0.00259462	0.00294844	0	0.00271256	0.00495337	0.0009435	0.0003145	0.00047175	0	0	0
